,NodeID,PageRank
0,0,0.00037623257048506907
1,1,4.6003205083965896e-05
2,10,0.0001912475000000001
3,10009,0.00013680702380952452
4,100150,5.537628787878813e-05
5,100238,0.00012321499873939594
6,100352,0.00010380441268191323
7,100459,9.900565850815891e-05
8,100467,3.612249999999996e-05
9,100553,9.950782896885376e-05
10,10059,3.0497499999999933e-05
11,100673,6.681694444444472e-05
12,100679,4.3520648148148085e-05
13,100729,3.612249999999996e-05
14,100758,5.481207431457426e-05
15,100774,3.203596153846147e-05
16,100781,0.00021506049762934823
17,101,3.399749999999994e-05
18,101006,0.0003966538737432155
19,101008,2.9361136363636297e-05
20,101043,5.7694469696970046e-05
21,101209,6.327527777777811e-05
22,101466,3.049749999999994e-05
23,101558,8.449429487179542e-05
24,101793,9.46173945981561e-05
25,101821,0.00011697369047619146
26,101842,0.000115455833333334
27,101955,4.910861111111106e-05
28,101999,0.00010277022727272807
29,102,0.00011049750000000002
30,102048,2.6411478494623598e-05
31,102352,0.00028969744588744573
32,10245,3.021972222222216e-05
33,102472,3.48692948717948e-05
34,102612,3.222277472527466e-05
35,102669,0.00011309142573430129
36,102704,3.6260487012986954e-05
37,102777,4.344194444444438e-05
38,102796,7.630431818181834e-05
39,102817,3.1164166666666594e-05
40,102971,3.258083333333327e-05
41,102984,3.5009404761904694e-05
42,103,3.612249999999995e-05
43,103137,5.028916666666703e-05
44,103305,2.7132115384615325e-05
45,103323,9.803727272727305e-05
46,103342,2.9361136363636304e-05
47,103454,3.2035961538461483e-05
48,103468,2.986172423538981e-05
49,103546,7.7193406432749e-05
50,10359,9.706251831501915e-05
51,103719,3.3224772727272664e-05
52,103888,3.6307190309690244e-05
53,103938,5.092542397660811e-05
54,104020,0.00020306160256410323
55,104074,6.799750000000029e-05
56,104166,8.304558897243158e-05
57,104205,4.210440758516839e-05
58,104235,3.263036713286707e-05
59,104279,0.00010349750000000043
60,104370,5.1558485797828095e-05
61,10440,0.00011919988095238172
62,10442,3.021972222222216e-05
63,104426,8.35808333333334e-05
64,10466,3.628596153846148e-05
65,104775,3.6521596385542105e-05
66,104806,5.2739041353383646e-05
67,104929,3.185433760683754e-05
68,104968,3.203596153846148e-05
69,104997,7.316945767195806e-05
70,105,9.800837801087858e-05
71,105019,0.0001343238627819538
72,105102,0.00014400551800697453
73,1052,4.497666666666663e-05
74,105206,0.00012543028943279007
75,105213,0.00021234417233351521
76,105248,8.187505102040826e-05
77,105301,2.974749999999994e-05
78,105322,0.0003799686815961803
79,105412,0.00011108907509157577
80,105425,3.06250303643724e-05
81,105460,0.00010011648259592809
82,105517,7.423708333333334e-05
83,105518,0.00011474749999999898
84,105519,2.7926071428571367e-05
85,105876,3.185433760683754e-05
86,105881,2.974749999999993e-05
87,105956,0.000123909558021541
88,106,0.0002702659487382506
89,106054,3.848361111111103e-05
90,106072,5.947477272727269e-05
91,106124,6.425481753854406e-05
92,106158,2.9971184210526256e-05
93,106308,8.499750000000048e-05
94,106432,2.997118421052625e-05
95,106542,3.7035961538461524e-05
96,106655,0.00011049750000000021
97,106788,3.258083333333327e-05
98,106803,4.674750000000027e-05
99,107,0.00019738119963370057
100,107010,0.00012422643772893856
101,107018,2.842853448275856e-05
102,10702,3.080999999999994e-05
103,107219,0.00021763250388500392
104,107261,0.00011049750000000029
105,107295,4.97832142857146e-05
106,10777,0.0003002314557644572
107,10778,0.00016199409185843486
108,107839,3.717878654970773e-05
109,107882,0.00011795493145743243
110,108,0.0001141403571428579
111,108211,4.391416666666659e-05
112,108260,7.437250000000022e-05
113,108455,3.148904135338339e-05
114,10848,3.110451754385959e-05
115,108576,3.3224772727272664e-05
116,108629,3.399749999999994e-05
117,108760,2.997118421052625e-05
118,108852,6.750841269841318e-05
119,108884,3.494194444444438e-05
120,108948,2.6151346153846087e-05
121,10897,4.880810606060599e-05
122,109,2.549749999999994e-05
123,109119,4.7254817538543866e-05
124,109147,2.9361136363636297e-05
125,109252,3.203596153846147e-05
126,109313,6.233204106280199e-05
127,109447,0.00010669357647787068
128,109485,0.00013714472477444243
129,109681,0.00011311891805562932
130,109781,3.021972222222216e-05
131,109992,3.8211175213675156e-05
132,11,3.258083333333328e-05
133,110,8.271438794057254e-05
134,110110,0.00018211275974026
135,110177,3.8719722222222165e-05
136,110239,3.323467948717942e-05
137,11048,3.4221184210526244e-05
138,110506,2.6018972392637975e-05
139,110507,3.7640357142857225e-05
140,110516,3.2035961538461483e-05
141,110590,4.413211538461549e-05
142,110671,4.250123298199378e-05
143,110694,8.865799800060127e-05
144,110992,2.9971184210526256e-05
145,111,2.549749999999994e-05
146,111011,3.889143939393943e-05
147,111057,5.658960526315826e-05
148,111099,3.322477272727266e-05
149,111144,0.00010412250000000043
150,111279,4.9108611111111034e-05
151,111342,2.8153749999999937e-05
152,111394,3.049749999999994e-05
153,111584,7.791416666666693e-05
154,11160,9.228596153846201e-05
155,111687,0.00019036254188666742
156,111801,5.3122500000000046e-05
157,112,3.764035714285736e-05
158,112028,3.399749999999994e-05
159,112074,3.8247500000000084e-05
160,112702,3.4941944444444386e-05
161,112762,0.00012260894228578506
162,112769,2.9971184210526256e-05
163,113,2.549749999999994e-05
164,113076,5.893695802005057e-05
165,113085,0.0003459002777777765
166,11314,4.533083333333363e-05
167,113334,0.00011211654761904848
168,113395,6.0914166666666816e-05
169,113400,0.00011049750000000084
170,113402,3.021972222222216e-05
171,11342,0.0003579560137085122
172,113589,2.704295454545448e-05
173,113832,9.869194444444505e-05
174,113861,9.005702380952436e-05
175,114,0.00012749750000000038
176,114041,2.9971184210526256e-05
177,114050,0.00021100669566544625
178,114065,3.65765598290599e-05
179,114138,3.7640357142857306e-05
180,114270,2.6018972392637975e-05
181,114386,5.655168391994491e-05
182,114401,0.0001904442865708798
183,11448,2.9361136363636304e-05
184,114500,3.4693406432748474e-05
185,114894,0.0012388050396825387
186,115,2.549749999999994e-05
187,115028,2.652159638554211e-05
188,11535,4.810938813203324e-05
189,115359,3.203596153846148e-05
190,115456,7.163362836438952e-05
191,115628,3.110451754385959e-05
192,115712,3.258083333333327e-05
193,115999,0.00011828916666666653
194,116,2.549749999999994e-05
195,116198,4.99860669885671e-05
196,116209,0.0005158110160351953
197,116231,3.0219722222222155e-05
198,116286,0.00011775255050505108
199,11630,2.6018972392637975e-05
200,116335,4.567426767676782e-05
201,11639,0.00013279860313663043
202,116620,3.156892857142851e-05
203,116656,0.00015299750000000026
204,116825,2.7132115384615325e-05
205,116841,0.0001071192948717951
206,117,9.160861111111146e-05
207,117001,2.9971184210526256e-05
208,117005,4.318847222222216e-05
209,117070,0.00010094340643274877
210,117074,3.870519230769225e-05
211,11719,9.916416666666719e-05
212,117465,5.710006410256445e-05
213,117486,3.323559523809517e-05
214,117490,9.714035714285742e-05
215,117582,7.331000000000025e-05
216,117668,4.173397186147203e-05
217,117693,6.650648387042988e-05
218,117695,8.304421717171725e-05
219,11779,5.9474302183324106e-05
220,117886,0.00014119194444444546
221,117887,0.00018838043650793725
222,117987,4.994446969696964e-05
223,117991,2.9361136363636304e-05
224,1181,0.00013312737012987104
225,118132,3.0809999999999944e-05
226,118216,8.145583333333358e-05
227,118294,0.0003366880525030517
228,118315,0.0002889974999999998
229,118607,0.00011049749999999926
230,118842,3.966416666666695e-05
231,118851,0.0002663308333333322
232,119,2.549749999999994e-05
233,11911,9.845583333333377e-05
234,119117,0.0001334002777777781
235,119156,5.668256493506502e-05
236,119157,3.494194444444438e-05
237,119275,4.674750000000001e-05
238,119287,0.00010347713659147928
239,119310,6.779511904761944e-05
240,119506,4.71522619047619e-05
241,11958,0.0003421868939393931
242,119641,4.236257936507959e-05
243,119701,9.271622389306625e-05
244,119754,3.0219722222222155e-05
245,119755,9.633083333333385e-05
246,119840,9.894413231505279e-05
247,119858,3.756046992481197e-05
248,12,2.549749999999994e-05
249,120113,3.8805580808080747e-05
250,120173,2.864564814814809e-05
251,120435,3.116416666666661e-05
252,120618,0.00021296972222222148
253,120805,3.3224772727272664e-05
254,120830,0.00011858073922454438
255,121,3.764035714285714e-05
256,12108,0.00011988142857142947
257,121202,2.986172423538981e-05
258,121288,0.00012492099669890574
259,121405,2.8579917582417514e-05
260,121943,7.734145367747798e-05
261,12199,3.6183214285714216e-05
262,122,3.1164166666666594e-05
263,122149,3.021972222222216e-05
264,122378,4.2497500000000255e-05
265,122628,0.00010553916666666717
266,122706,2.6411478494623598e-05
267,122754,2.6018972392637975e-05
268,122812,5.6761867816092066e-05
269,122919,2.7858611111111053e-05
270,123,7.224750000000027e-05
271,123084,2.974749999999994e-05
272,123114,3.1211785714285636e-05
273,123218,0.0001064415507242571
274,123223,3.258083333333327e-05
275,123227,8.057625457875534e-05
276,123336,3.2035961538461483e-05
277,123537,9.820443344886958e-05
278,123553,3.966416666666667e-05
279,123557,6.46766125541131e-05
280,123577,0.00015422624149659937
281,123804,0.00010349200549450648
282,123995,6.1011867816092115e-05
283,124,7.958699617633854e-05
284,12423,0.00010946632060593523
285,124434,3.764035714285732e-05
286,12444,3.37706554160125e-05
287,124446,0.00011311891805562932
288,124509,0.00011587953463203525
289,124536,4.8074219576719804e-05
290,124582,2.6411478494623598e-05
291,124664,0.00011758083333333418
292,124755,0.0011304974999999955
293,124846,3.9664166666666936e-05
294,124908,0.00018133083333333411
295,124934,3.049749999999994e-05
296,125,6.799749999999999e-05
297,125212,2.9361136363636297e-05
298,125221,8.908127003113888e-05
299,125239,0.00010488013125763203
300,125318,4.4622499999999995e-05
301,125390,6.104295454545483e-05
302,12574,3.9664166666666936e-05
303,125776,4.925990079365077e-05
304,125808,4.609845693779898e-05
305,125908,3.021972222222216e-05
306,125969,0.00016244194444444438
307,126,4.661128205128236e-05
308,126013,2.7042954545454486e-05
309,126029,2.9361136363636304e-05
310,126108,2.756442693809252e-05
311,126127,0.00024710770923520755
312,126260,4.816416666666683e-05
313,12681,3.994194444444437e-05
314,126859,9.608229532163784e-05
315,126882,7.57891666666668e-05
316,127,2.549749999999994e-05
317,127098,0.00024394840387195665
318,127254,2.974749999999994e-05
319,127372,0.0005119225245368647
320,127507,0.00015898126370396076
321,127713,3.485981884057965e-05
322,127984,4.356219979296062e-05
323,128,0.00010570262820512846
324,128012,3.09385616705698e-05
325,128077,0.0001411452929509862
326,128085,4.674749999999993e-05
327,128150,3.642607142857144e-05
328,128328,4.1516730769230705e-05
329,12833,4.9431794871794804e-05
330,128335,4.447971343873511e-05
331,128345,5.8553055555555876e-05
332,128410,3.612249999999994e-05
333,128562,0.00011899749999999884
334,128767,2.6018972392637975e-05
335,128800,3.422517857142851e-05
336,128806,0.00013279860313663026
337,128810,6.871972222222238e-05
338,12886,5.392990093240144e-05
339,128910,0.00010380441268191323
340,128969,2.6018972392637975e-05
341,128993,4.8185469924812036e-05
342,128998,4.566994803389375e-05
343,129,8.452527777777819e-05
344,1291,5.7100064102564665e-05
345,129210,0.0007442738125403579
346,129224,2.864564814814809e-05
347,129404,5.4338150871876916e-05
348,129431,4.143499999999993e-05
349,129667,5.383083333333355e-05
350,12976,2.995314516129025e-05
351,129774,3.322477272727266e-05
352,129775,8.69385173160178e-05
353,129883,4.6747500000000053e-05
354,129897,3.930999999999994e-05
355,129904,7.681946969697002e-05
356,129905,3.612249999999996e-05
357,129906,6.091416666666687e-05
358,129991,5.383083333333328e-05
359,129993,4.7219722222222236e-05
360,13,2.549749999999994e-05
361,130,3.2035961538461483e-05
362,130121,2.974749999999994e-05
363,130242,5.577875000000002e-05
364,130256,2.6151346153846087e-05
365,130331,3.8247500000000084e-05
366,130431,0.00011726211712606315
367,13067,4.120962121212149e-05
368,130698,2.974749999999993e-05
369,130702,0.00011029511904761962
370,13071,7.39002777777781e-05
371,130784,6.584670634920635e-05
372,131028,6.394231753854364e-05
373,131029,0.00010569649544899604
374,131111,5.250861111111106e-05
375,131228,6.412204212454241e-05
